dev59_HR,dev60_SpO2,dev60_PI,dev59_PI,dev59_SpO2
77.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
74.0,100.0,0.4,3.0,100.0
74.0,100.0,0.4,3.0,100.0
74.0,100.0,0.4,3.0,100.0
74.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
75.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
77.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
76.0,100.0,0.4,3.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,3.0,100.0
79.0,100.0,0.4,3.0,100.0
79.0,100.0,0.4,3.0,100.0
79.0,100.0,0.4,3.0,100.0
80.0,100.0,0.4,3.0,100.0
80.0,100.0,0.4,3.0,100.0
80.0,100.0,0.4,3.0,100.0
80.0,100.0,0.4,3.0,100.0
83.0,100.0,0.4,3.0,100.0
83.0,100.0,0.4,3.0,100.0
83.0,100.0,0.4,3.0,100.0
83.0,100.0,0.4,3.0,100.0
84.0,100.0,0.4,2.0,100.0
84.0,100.0,0.4,2.0,100.0
84.0,100.0,0.4,2.0,100.0
84.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,2.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
82.0,100.0,0.4,3.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.4,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,3.0,100.0
78.0,100.0,0.3,3.0,100.0
78.0,100.0,0.3,3.0,100.0
78.0,100.0,0.3,3.0,100.0
77.0,100.0,0.3,4.0,100.0
77.0,100.0,0.3,4.0,100.0
77.0,100.0,0.3,4.0,100.0
77.0,100.0,0.3,4.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
75.0,100.0,0.3,3.0,100.0
75.0,100.0,0.3,3.0,100.0
75.0,100.0,0.3,3.0,100.0
75.0,100.0,0.3,3.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
74.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
76.0,100.0,0.3,3.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
75.0,100.0,0.3,2.0,100.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
81.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,4.0,100.0
79.0,100.0,0.3,4.0,100.0
79.0,100.0,0.3,4.0,100.0
79.0,100.0,0.3,4.0,100.0
79.0,100.0,0.3,4.0,99.0
79.0,100.0,0.3,4.0,99.0
79.0,100.0,0.3,4.0,99.0
79.0,100.0,0.3,4.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
78.0,100.0,0.3,2.0,99.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,3.0,100.0
82.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
81.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
79.0,100.0,0.3,2.0,100.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,99.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
81.0,100.0,0.3,2.0,98.0
81.0,100.0,0.3,2.0,98.0
81.0,100.0,0.3,2.0,98.0
81.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,98.0
80.0,100.0,0.3,2.0,97.0
80.0,100.0,0.3,2.0,97.0
80.0,100.0,0.3,2.0,97.0
80.0,100.0,0.3,2.0,97.0
82.0,100.0,0.3,2.0,97.0
82.0,100.0,0.3,2.0,97.0
82.0,100.0,0.3,2.0,97.0
82.0,100.0,0.3,2.0,97.0
83.0,100.0,0.3,2.0,96.0
83.0,99.0,0.3,2.0,96.0
83.0,99.0,0.3,2.0,96.0
83.0,99.0,0.3,2.0,96.0
82.0,99.0,0.3,2.0,96.0
82.0,98.0,0.3,2.0,96.0
82.0,98.0,0.3,2.0,96.0
82.0,97.0,0.3,2.0,96.0
81.0,97.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
81.0,96.0,0.3,2.0,95.0
82.0,96.0,0.3,2.0,94.0
82.0,96.0,0.3,2.0,94.0
82.0,96.0,0.3,2.0,94.0
82.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,94.0
81.0,95.0,0.3,2.0,94.0
81.0,95.0,0.3,2.0,94.0
81.0,95.0,0.3,2.0,94.0
80.0,95.0,0.3,2.0,94.0
80.0,95.0,0.3,2.0,94.0
80.0,95.0,0.3,2.0,94.0
80.0,95.0,0.3,2.0,94.0
82.0,95.0,0.3,2.0,94.0
82.0,95.0,0.3,2.0,94.0
82.0,95.0,0.3,2.0,94.0
82.0,96.0,0.3,2.0,94.0
81.0,96.0,0.3,2.0,93.0
81.0,96.0,0.3,2.0,93.0
81.0,96.0,0.3,2.0,93.0
81.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
80.0,96.0,0.3,2.0,93.0
79.0,96.0,0.3,2.0,93.0
79.0,96.0,0.3,2.0,93.0
79.0,96.0,0.3,2.0,93.0
79.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
78.0,96.0,0.3,2.0,93.0
82.0,96.0,0.3,2.0,93.0
82.0,96.0,0.3,2.0,93.0
82.0,96.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,95.0,0.3,2.0,93.0
82.0,94.0,0.3,2.0,93.0
82.0,94.0,0.3,2.0,93.0
82.0,94.0,0.3,2.0,93.0
82.0,94.0,0.3,2.0,93.0
82.0,93.0,0.3,2.0,93.0
82.0,93.0,0.3,2.0,92.0
82.0,93.0,0.3,2.0,92.0
82.0,93.0,0.3,2.0,92.0
82.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,93.0,0.3,2.0,92.0
83.0,94.0,0.3,2.0,92.0
83.0,94.0,0.3,2.0,92.0
83.0,94.0,0.3,2.0,92.0
83.0,94.0,0.3,2.0,92.0
83.0,94.0,0.3,2.0,92.0
81.0,94.0,0.3,2.0,92.0
81.0,94.0,0.3,2.0,92.0
81.0,94.0,0.3,2.0,92.0
81.0,93.0,0.3,2.0,92.0
80.0,93.0,0.3,2.0,92.0
80.0,93.0,0.3,2.0,92.0
80.0,93.0,0.3,2.0,92.0
80.0,93.0,0.3,2.0,92.0
80.0,93.0,0.3,2.0,92.0
80.0,93.0,0.2,2.0,92.0
80.0,93.0,0.2,2.0,92.0
80.0,93.0,0.2,2.0,92.0
80.0,93.0,0.2,2.0,93.0
80.0,94.0,0.2,2.0,93.0
80.0,94.0,0.2,2.0,93.0
80.0,94.0,0.2,2.0,93.0
81.0,94.0,0.2,2.0,93.0
81.0,94.0,0.2,2.0,93.0
81.0,94.0,0.2,2.0,93.0
81.0,94.0,0.2,2.0,93.0
80.0,94.0,0.2,2.0,92.0
80.0,94.0,0.2,2.0,92.0
80.0,94.0,0.2,2.0,92.0
80.0,94.0,0.2,2.0,92.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,92.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,95.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,94.0,0.2,2.0,91.0
81.0,93.0,0.2,2.0,91.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
80.0,93.0,0.2,2.0,90.0
82.0,93.0,0.2,2.0,90.0
82.0,94.0,0.2,2.0,90.0
82.0,94.0,0.2,2.0,90.0
82.0,94.0,0.2,2.0,90.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
83.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,94.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
82.0,93.0,0.2,2.0,91.0
83.0,93.0,0.2,2.0,92.0
